
37,0,96,0,18,-29,59,78,18,1
80,-4,84,0,-14,0,4,99,96,5
55,-1,79,-6,20,-20,24,59,34,4
44,-3,86,0,44,0,42,42,0,1
44,1,86,0,44,22,42,42,0,1
51,0,83,0,52,9,32,32,0,1
56,0,95,0,54,1,39,41,2,1
45,0,77,0,46,31,31,30,0,1
37,0,106,0,24,-2,69,83,14,1
56,0,90,0,54,-16,34,35,2,1
37,0,78,0,10,20,41,68,26,1
37,0,98,0,30,-13,61,67,6,1
37,0,95,0,16,-7,58,79,22,1
38,0,107,0,38,5,69,68,0,1
56,5,96,0,50,1,40,47,8,4
37,0,83,0,2,-23,46,80,34,1
54,1,82,0,54,0,28,28,0,1
37,0,81,-4,20,1,44,61,16,1
48,4,77,0,46,0,28,30,2,1
42,-5,84,0,42,0,42,43,2,1
45,-1,84,0,44,-5,38,40,2,1
44,0,86,-2,44,2,43,42,0,1
37,0,81,0,12,-1,44,68,24,1
55,0,83,0,54,-1,28,29,2,1
51,0,82,0,50,-12,31,33,2,1
37,0,95,0,10,0,58,84,26,1
41,0,76,-7,42,11,34,34,0,1
45,0,83,0,46,29,37,36,0,1
47,2,83,0,46,0,36,36,0,1
55,0,95,0,36,29,40,59,20,4
55,0,83,0,-28,1,27,111,84,4
48,0,84,2,46,0,36,37,2,1
37,0,83,0,34,21,46,49,2,1
55,-1,79,-3,26,-6,23,53,30,4
51,-2,87,0,50,-13,36,38,2,1
44,0,79,0,44,14,36,35,0,1
49,-2,82,0,50,2,33,33,0,1
37,4,86,0,36,0,49,50,0,1
55,0,90,0,54,-2,34,35,2,1
39,0,76,-4,38,0,38,37,0,1
44,1,87,0,42,-20,43,46,2,1
37,2,109,16,26,0,71,83,12,1
55,-1,79,-5,18,-11,23,61,38,4
41,0,84,2,38,-10,44,46,2,1
37,0,78,0,-2,-19,42,81,40,1
105,0,106,-1,70,0,1,36,36,5
50,-1,83,0,50,0,33,34,0,1
47,0,102,1,46,0,56,56,0,1
37,0,80,-7,-2,0,43,83,40,1
47,5,78,0,46,0,31,32,0,1
43,0,76,1,42,-4,33,35,2,1
37,0,79,0,10,22,42,68,26,1
45,0,76,3,44,-1,31,32,2,1
51,0,85,0,50,-2,34,36,2,1
56,1,97,0,54,-22,40,42,2,1
105,2,106,0,70,0,1,36,36,5
42,-2,82,0,42,0,39,41,2,1
41,3,76,0,42,13,35,35,0,1
55,0,77,-1,16,-4,22,62,40,4
44,3,85,0,44,3,41,41,0,1
37,0,106,0,24,-20,69,83,14,1
44,0,83,0,44,6,40,39,0,1
37,0,79,0,16,-15,43,64,22,1
43,0,85,5,42,-6,42,44,2,1
37,0,78,0,26,19,41,52,12,1
45,0,83,0,46,14,37,36,0,1
38,2,77,0,38,0,39,38,0,1
52,-30,79,0,0,0,27,79,52,3
76,0,81,2,-40,0,5,122,118,5
48,0,86,-6,46,0,37,39,2,1
43,0,80,0,44,17,37,36,0,1
44,0,86,0,44,8,43,42,0,1
83,0,86,0,-6,-23,3,94,90,5
37,0,79,0,12,14,43,66,24,1
39,-1,108,-3,38,-5,68,69,0,1
56,0,79,0,8,3,24,72,48,4
59,0,86,-3,56,-16,27,29,2,1
37,-2,80,0,30,0,43,49,6,1
41,-4,82,0,38,-14,41,43,2,1
53,-2,81,6,54,0,28,27,0,1
37,0,77,0,10,-3,40,66,26,1
53,0,86,0,52,-9,33,35,2,1
45,0,83,7,44,0,38,39,0,1
37,0,81,0,10,20,44,70,26,1
43,0,79,-1,42,-15,36,38,2,1
40,-3,81,2,38,0,41,42,2,1
43,-1,79,0,44,6,35,35,0,1
82,0,86,1,-6,3,4,94,90,5
41,0,82,-2,38,-26,41,43,2,1
63,3,111,8,62,0,48,49,2,1
39,0,77,-2,38,-3,38,38,0,1
37,0,78,4,26,-3,42,52,10,1
51,-3,80,0,50,-13,29,31,2,1
55,3,78,-1,54,0,23,24,0,1
37,0,95,0,12,-6,58,82,24,1
53,0,109,1,52,-2,56,57,2,1
56,4,97,1,50,0,41,48,6,4
41,0,84,2,38,-4,43,45,2,1
43,-4,81,0,44,13,38,37,0,1
85,0,88,-2,2,-5,3,86,82,5
56,0,86,0,54,-30,30,32,2,1
37,0,78,0,12,-13,42,65,24,1
56,0,95,-1,54,0,39,41,2,1
53,1,81,0,54,293,27,26,0,1
65,3,113,0,64,1,48,48,0,1
39,-5,76,-1,-2,0,37,79,42,1
39,2,81,6,38,0,42,43,0,1
56,0,77,0,44,-10,22,34,12,4
37,0,94,0,10,30,57,84,26,1
55,0,79,0,18,-18,23,61,38,4
58,2,97,0,56,0,39,40,2,1
37,0,76,37,24,0,39,53,14,1
53,2,86,0,52,-16,33,34,2,1
37,0,76,5,28,0,40,48,8,1
55,0,92,-3,0,4,36,92,56,4
38,0,102,0,36,26,65,66,2,1
40,-4,79,1,38,0,38,40,2,1
45,0,82,0,46,30,37,35,0,1
56,0,79,0,54,-26,23,24,2,1
103,-1,104,-4,72,10,1,31,30,5
56,1,84,0,56,22,28,27,0,1
40,0,77,-1,38,0,37,38,2,1
48,-4,84,0,46,-1,36,38,2,1
41,0,83,1,42,0,41,41,0,1
37,0,81,2,-4,-30,44,86,42,1
46,5,88,0,46,0,41,41,0,1
46,0,76,0,46,8,30,30,0,1
41,0,88,-4,38,0,48,50,2,1
50,-1,85,-2,50,0,36,36,0,1
37,0,77,-4,38,14,39,38,0,1
46,0,82,1,46,1,36,35,0,1
78,-33,88,-4,8,0,10,81,70,3
37,0,78,0,10,-10,42,68,26,1
56,0,81,-5,56,12,25,24,0,1
43,0,77,-6,42,-7,34,35,2,1
55,0,77,0,-24,-28,21,103,82,4
55,1,72,-7,0,1,17,72,56,4
49,0,95,-4,50,4,46,46,0,1
37,0,77,0,26,-17,41,52,10,1
68,-27,107,0,60,-5,38,47,10,3
56,0,79,3,6,0,23,74,50,4
50,0,90,2,50,0,39,41,2,1
43,0,75,0,44,19,32,31,0,1
37,-49,80,0,34,0,43,46,2,3
61,-3,111,0,62,0,50,49,0,1
49,0,84,0,50,27,35,35,0,1
41,1,83,0,42,5,42,42,0,1
53,-3,88,0,54,0,34,33,0,1
38,0,92,0,24,5,54,69,14,1
49,5,88,0,46,-5,40,42,2,1
56,0,97,0,42,6,41,55,14,4
37,0,78,-1,10,-19,42,68,26,1
45,-3,82,0,46,21,37,35,0,1
56,4,95,0,52,0,40,44,4,4
41,0,106,0,38,-19,64,67,2,1
50,-1,86,6,50,0,36,37,0,1
46,-1,85,-5,46,-7,39,39,0,1
37,0,81,3,38,17,44,43,0,1
37,0,80,0,34,-22,43,46,2,1
43,0,77,3,42,0,34,36,2,1
43,-1,77,0,44,10,34,33,0,1
42,36,77,0,-22,0,36,101,64,2
51,1,88,0,50,-7,36,39,2,1
37,0,76,0,26,-24,39,50,10,1
58,2,86,0,56,0,28,29,2,1
56,5,97,0,46,0,41,51,10,4
39,1,76,-1,38,0,37,37,0,1
49,0,85,0,46,-20,36,39,2,1
43,0,81,0,42,-22,38,40,2,1
41,0,87,-4,38,-5,46,48,2,1
58,0,91,4,56,0,33,34,2,1
56,0,107,0,56,7,51,50,0,1
77,2,81,1,-40,13,4,123,118,5
44,1,79,3,44,20,36,35,0,1
55,0,77,0,18,0,22,59,38,4
44,1,82,0,44,18,38,38,0,1
37,0,77,4,34,0,40,43,2,1
53,0,79,0,54,22,26,24,0,1
46,0,78,0,46,2,32,32,0,1
50,3,84,0,50,0,33,35,2,1
40,-1,79,0,38,0,38,40,2,1
37,0,77,7,34,0,41,44,2,1
56,0,96,0,52,6,40,44,4,4
37,0,78,0,30,-7,41,47,6,1
55,0,77,0,36,17,22,41,20,4
37,0,80,0,12,1,43,67,24,1
82,0,86,0,-40,13,4,128,124,5
46,0,79,0,44,-12,33,35,2,1
79,0,84,2,-42,-5,4,128,124,5
41,1,79,0,42,17,38,38,0,1
73,-45,88,-1,8,0,15,81,66,3
45,1,86,0,44,-3,41,42,2,1
37,0,21,-3939,6,0,-16,16,32,1
56,0,95,0,52,2,39,43,4,4
37,0,76,0,20,31,39,55,16,1
85,0,89,1,6,27,4,84,80,5
45,0,87,3,46,13,42,41,0,1
37,0,83,0,30,24,46,52,6,1
41,0,83,-4,38,7,42,44,2,1
37,0,79,0,6,31,43,74,32,1
37,0,79,0,10,-7,42,69,26,1
45,0,76,0,46,27,31,30,0,1
44,-37,77,0,-2,0,33,79,46,3
46,0,84,0,44,-16,38,40,2,1
52,0,82,3,52,0,30,30,0,1
105,0,106,0,72,1,1,34,32,5
44,0,83,0,44,18,40,39,0,1
48,0,86,-1,46,0,38,40,2,1
55,0,77,0,26,13,21,51,30,4
56,1,97,0,52,0,40,45,4,4
37,-1,75,-6,28,-11,38,46,8,1
81,-28,89,2,8,0,8,81,72,3
39,-1,86,7,38,0,47,48,0,1
37,0,80,4,8,13,43,72,28,1
37,0,97,0,24,5,60,74,14,1
53,0,84,0,54,9,31,30,0,1
41,0,106,0,42,6,64,64,0,1
41,0,78,1,42,3,37,37,0,1
45,0,83,0,46,9,37,36,0,1
50,-3,83,0,50,0,33,33,0,1
45,-2,109,0,44,0,65,66,0,1
56,-3,97,0,44,9,41,53,12,4
45,-3,86,0,44,-8,41,42,2,1
37,0,79,0,12,6,42,66,24,1
38,0,82,0,38,2,44,43,0,1
44,0,82,0,42,-22,38,41,2,1
55,0,77,0,20,-10,22,57,34,4
55,0,96,0,42,-20,41,55,14,4
52,3,83,0,52,0,31,31,0,1
37,4,79,0,34,3,42,46,4,1
37,0,76,0,20,0,39,55,16,1
42,0,87,-2,42,-3,45,46,0,1
38,2,76,0,36,-27,38,40,2,1
37,0,106,3,34,0,69,72,4,1
56,-1,83,0,56,3,27,26,0,1
46,0,84,-1,46,-2,38,37,0,1
56,0,84,0,56,4,29,28,0,1
55,-1,98,0,46,10,42,51,8,4
53,0,81,0,54,25,28,27,0,1
44,-104,82,-1,44,-1,38,38,0,1
37,-36,78,0,10,0,42,68,26,3
56,0,95,0,46,14,40,49,10,4
37,0,78,0,18,-32,42,60,18,1
71,-51,88,0,8,0,17,81,64,3
37,0,76,0,24,-7,40,53,14,1
55,0,93,4,54,0,37,39,2,1
42,0,76,-2,42,0,34,35,2,1
37,0,78,0,18,-14,42,60,18,1
37,0,78,-1,8,2,41,70,30,1
56,0,82,0,56,3,26,25,0,1
51,0,102,0,50,-25,51,53,2,1
52,0,86,-3,52,0,34,35,0,1
37,5,77,0,34,0,39,43,4,1
45,0,87,2,44,0,42,43,2,1
53,-2,86,0,54,0,32,32,0,1
46,1,78,0,46,4,32,32,0,1
55,0,77,0,-12,-2,21,90,68,4
45,1,86,0,44,-2,41,42,2,1
40,0,86,0,38,-2,45,47,2,1
41,0,79,2,42,6,38,38,0,1
44,1,79,0,44,7,35,35,0,1
37,0,109,-7,28,0,72,81,8,1
37,0,90,0,20,26,53,70,16,1
45,-2,77,0,44,-24,32,34,2,1
55,1,86,0,54,-6,30,32,2,1
49,1,86,0,46,-12,38,40,2,1
46,-1,77,-3,46,-3,32,31,0,1
37,0,76,0,38,11,38,37,0,1
37,0,107,8,26,0,69,81,12,1
44,0,80,0,44,1,36,36,0,1
44,-3,86,-7,44,0,43,42,0,1
37,0,108,5,36,0,71,72,0,1
37,0,92,-1,26,10,55,66,12,1
44,0,85,0,42,-29,41,44,2,1
37,0,78,0,16,19,41,63,22,1
41,0,100,8,38,-3,60,62,2,1
48,-1,84,0,46,0,36,37,2,1
43,-1,85,0,42,0,42,44,2,1
42,0,97,1,42,0,55,56,0,1
37,0,74,0,30,1,37,43,6,1
53,-1,86,0,52,-13,33,35,2,1
37,4,81,0,36,-2,43,44,2,1
41,0,85,0,42,19,44,44,0,1
41,0,82,0,42,21,41,41,0,1
81,5,84,0,-24,0,4,110,106,5
42,2,77,8,42,0,35,36,0,1
46,0,84,1,46,2,38,37,0,1
55,-1,80,0,54,0,25,26,0,1
44,-4,76,0,44,0,31,32,0,1
37,0,76,0,38,3,39,37,0,1
55,-1,77,-4,-4,38,21,82,60,4
45,0,85,0,44,350,41,41,0,1
37,0,80,0,26,21,43,54,12,1
46,0,91,5,46,0,45,44,0,1
55,0,79,0,18,13,23,61,38,4
37,0,106,0,26,17,68,80,12,1
37,0,77,7,28,1,40,49,8,1
45,-2,81,0,46,15,35,34,0,1
49,0,107,0,50,14,58,58,0,1
46,-2,82,-4,46,-6,36,35,0,1
50,-1,87,-6,50,0,37,38,0,1
37,0,106,17,26,-3,69,80,12,1
41,3,83,0,38,-3,42,44,2,1
55,0,96,0,52,13,41,44,4,4
37,0,95,0,24,6,58,72,14,1
48,4,80,0,46,0,32,34,2,1
80,0,84,-1,-40,3,4,125,122,5
37,-78,75,-1,26,-20,38,49,12,3
76,0,79,-7,-40,0,4,121,116,5
41,0,81,0,42,6,40,39,0,1
42,3,79,0,42,0,38,38,0,1
49,0,78,0,50,19,29,29,0,1
56,0,96,-1,52,-1,40,44,4,4
49,0,80,0,50,10,31,31,0,1
41,-2,77,0,42,6,36,36,0,1
42,0,78,1,42,0,36,37,2,1
37,0,90,0,36,14,53,54,2,1
37,0,77,0,34,3,40,43,4,1
37,-21,106,0,30,0,69,75,6,1
46,0,76,0,46,16,30,30,0,1
38,3,76,0,36,-16,38,40,2,1
46,0,88,3,46,0,41,41,0,1
92,-41,107,0,68,-6,15,40,24,3
81,2,85,0,-24,0,4,111,108,5
90,-40,107,0,64,-28,17,42,26,3
43,-1,86,-4,42,0,44,45,2,1
78,0,83,7,-42,0,4,126,122,5
46,0,85,1,44,-21,39,41,2,1
54,-2,81,2,54,0,27,27,0,1
56,5,86,0,54,-16,31,32,2,1
43,-1,79,0,42,-10,35,37,2,1
37,0,78,0,8,18,41,70,30,1
41,0,80,0,38,0,39,41,2,1
56,0,78,0,12,2,22,65,42,4
44,-5,82,0,44,0,38,38,0,1
44,0,84,0,44,4,40,41,0,1
41,-4,83,0,38,-18,42,44,2,1
44,-3,86,0,44,8,43,42,0,1
45,-5,88,0,44,335,43,44,2,1
55,0,77,0,38,-16,22,39,16,4
37,0,76,0,26,17,40,50,10,1
86,4,89,0,2,-7,3,86,84,5
55,0,77,0,8,-30,21,69,48,4
43,5,86,0,42,0,43,44,2,1
56,0,80,0,54,-9,24,26,2,1
51,0,84,0,52,28,33,32,0,1
44,0,83,0,42,-16,40,42,2,1
56,0,77,0,20,17,22,57,36,4
56,-2,86,0,56,3,31,30,0,1
40,0,79,0,38,0,39,41,2,1
37,1,97,0,34,18,60,64,4,1
46,0,79,2,46,10,34,33,0,1
37,0,75,0,26,-12,38,49,10,1
37,0,79,0,8,-12,43,72,28,1
43,0,79,0,44,20,35,35,0,1
41,0,84,7,38,-1,43,45,2,1
46,0,76,1,46,18,30,30,0,1
37,-102,76,1,36,1,39,40,2,3
56,0,77,0,-10,-10,21,87,66,4
37,0,77,0,26,-15,41,52,10,1
55,0,77,-1,28,5,21,48,28,4
49,1,78,0,50,7,29,29,0,1
37,0,95,0,10,16,58,84,26,1
81,0,84,0,-18,-10,3,103,100,5
41,0,86,5,42,28,46,45,0,1
41,0,106,0,38,-2,65,67,2,1
56,0,96,0,42,-30,40,55,14,4
43,0,81,0,42,-5,37,39,2,1
40,-3,79,1,38,0,38,40,2,1
47,-2,89,0,46,0,41,42,0,1
49,0,83,0,46,-7,34,36,2,1
76,4,81,0,-42,-16,4,125,120,5
56,-1,97,-3,50,21,41,48,6,4
55,-3,77,0,0,0,22,77,56,4
56,-2,99,0,50,0,43,49,6,4
37,0,77,0,28,86,40,48,8,1
54,-1,81,-4,54,-5,27,27,0,1
55,0,82,-1,-20,6,26,103,76,4
46,0,79,0,44,-21,34,35,2,1
63,0,112,2,62,0,49,50,0,1
55,0,77,-4,-10,0,21,87,66,4
53,-73,88,0,6,-30,35,83,48,3
104,0,106,0,72,3,1,33,32,5
49,0,100,0,50,23,52,51,0,1
104,-4,105,-3,72,1,1,33,32,5
56,-3,92,0,56,0,35,35,0,1
51,0,81,0,52,7,30,30,0,1
55,0,76,0,-20,15,21,97,76,4
42,-30,76,0,42,0,34,35,2,3
49,2,83,0,46,-6,34,37,2,1
55,0,82,0,54,23,26,28,2,1
46,3,79,0,44,-21,33,35,2,1
55,0,95,-1,54,12,40,41,2,1
53,0,86,0,54,5,33,32,0,1
52,0,88,-2,52,0,35,36,0,1
55,0,78,0,2,-15,23,75,52,4
42,4,81,-2,42,-4,40,40,0,1
49,0,77,0,46,-8,28,30,2,1
50,-4,86,1,50,0,37,37,0,1
44,3,85,0,44,4,41,41,0,1
56,0,95,0,50,2,40,46,6,4
69,59,82,0,-42,-5,13,126,112,2
43,0,84,0,44,12,41,41,0,1
46,2,79,0,46,2,34,33,0,1
49,0,85,0,46,-8,36,39,2,1
49,0,88,0,46,-2,40,42,2,1
45,0,82,0,46,20,37,35,0,1
46,2,88,-6,44,-27,42,44,2,1
38,0,77,0,36,-16,39,41,2,1
43,-34,91,0,2,0,48,88,40,3
44,0,77,7,44,4,33,33,0,1
37,0,78,0,12,-16,42,65,24,1
55,0,77,-3,10,1,22,67,46,4
44,0,79,0,44,14,35,35,0,1
56,0,79,0,10,11,23,68,46,4
41,4,84,0,42,15,43,43,0,1
37,0,95,0,20,9,57,74,16,1
37,0,95,0,8,-29,57,87,30,1
37,0,93,3,28,1,56,65,8,1
52,0,83,0,52,0,31,31,0,1
48,-4,82,0,46,0,34,35,2,1
53,0,81,0,54,234,27,26,0,1
49,0,86,0,46,-16,37,39,2,1
55,0,84,0,56,31,29,28,0,1
56,0,77,-4,24,0,22,54,32,4
52,2,102,0,52,0,50,51,0,1
48,0,77,6,46,0,28,30,2,1
43,3,78,2,42,0,35,37,2,1
45,0,88,0,44,-19,42,44,2,1
51,1,76,-7,50,0,25,27,2,1
49,0,95,0,50,15,47,46,0,1
42,5,88,0,42,0,46,47,0,1
55,0,79,0,16,-24,23,63,40,4
78,0,83,1,-40,10,4,124,120,5
48,-2,84,7,46,0,36,37,2,1
55,-1,81,0,54,0,27,27,0,1
37,-4184,106,40,34,-10,69,72,4,7
56,0,79,1,0,7,23,79,56,4
43,-1,77,0,42,-4,34,35,2,1
48,2,109,-7,46,0,60,62,2,1
37,0,74,-1,24,24,37,51,14,1
59,1,84,0,60,2,25,24,0,1
37,0,80,1,10,0,43,70,26,1
37,0,100,0,36,1,64,64,0,1
49,0,89,0,46,-19,40,42,2,1
48,-1,82,0,46,0,34,35,2,1
37,0,104,4,28,0,66,75,8,1
44,0,86,1,42,-23,42,44,2,1
50,4,105,-7,50,0,55,56,0,1
49,0,90,0,50,16,42,41,0,1
39,2,102,0,38,0,62,63,0,1
68,67,82,0,-42,-6,13,126,112,2
45,-5,93,0,46,5,48,47,0,1
48,4,86,0,46,0,39,40,2,1
89,-40,107,0,64,-18,18,42,24,3
46,2,81,0,46,9,35,34,0,1
40,1,93,0,38,0,53,55,2,1
45,0,84,0,44,-4,40,41,2,1
56,0,86,0,56,14,31,30,0,1
42,-5,83,0,42,0,40,41,2,1
37,0,97,0,36,17,59,60,2,1
37,-4624,76,3,36,4,39,40,2,7
46,0,90,0,44,-30,44,46,2,1
42,0,90,4,42,0,49,49,0,1
38,0,105,-2,38,-3,67,66,0,1
55,0,92,0,28,-15,36,63,28,4
51,0,81,0,52,4,29,29,0,1
43,-1,75,0,44,15,32,31,0,1
37,-4,76,0,20,0,40,55,16,1
41,0,81,2,42,25,40,39,0,1
56,-1,86,0,56,0,31,30,0,1
50,3,86,-1,50,0,36,37,2,1
37,-107,77,0,20,0,40,56,16,3
42,0,83,0,42,0,41,42,0,1
37,0,77,0,28,7,40,48,8,1
51,1,80,0,52,18,29,28,0,1
55,0,79,-1,-4,10,24,85,60,4
54,0,83,0,54,0,29,29,0,1
53,1,86,0,54,9,33,32,0,1
37,0,81,0,16,16,44,65,22,1
37,-80,106,-1,30,1,69,75,6,3
53,0,86,-1,54,11,33,32,0,1
43,0,83,-2,44,28,40,39,0,1
44,1,76,0,44,6,32,32,0,1
53,2,86,0,54,0,32,32,0,1
45,0,79,0,46,20,33,32,0,1
56,0,77,0,-4,-9,21,82,62,4
56,0,83,0,54,-24,27,29,2,1
42,-2,78,0,42,0,36,37,0,1
56,0,97,0,52,-22,41,46,4,4
55,2,78,-5,42,-1,23,37,14,4
49,0,88,0,46,-8,39,41,2,1
56,0,77,0,8,-29,22,70,48,4
49,0,77,0,46,-23,28,30,2,1
37,0,77,2,36,-14,39,41,2,1
39,-5,77,0,38,0,39,39,0,1
51,0,86,-4,50,-4,36,37,2,1
38,2,76,-3,38,-5,37,37,0,1
55,0,98,0,42,-3,42,57,14,4
55,-3,81,0,54,0,25,26,2,1
56,0,78,3,-22,0,22,101,80,4
37,0,77,0,36,-18,40,41,2,1
45,0,79,0,44,-14,34,35,2,1
55,-1,95,0,54,-6,40,41,2,1
37,0,101,1,28,-12,64,73,8,1
37,2,79,0,6,0,42,74,32,1
47,4,82,-1,46,0,34,35,0,1
37,0,106,0,34,-7,69,72,4,1
49,0,84,0,46,-23,36,38,2,1
37,0,77,-1,18,25,40,59,18,1
51,4,78,0,52,16,27,26,0,1
51,-5,86,0,50,-4,35,37,2,1
56,0,79,0,54,-19,23,24,2,1
43,0,82,0,42,-14,39,41,2,1
46,4,86,0,46,8,41,40,0,1
45,0,79,1,44,-12,34,35,2,1
38,0,82,1,38,0,44,43,0,1
47,0,84,4,46,0,36,37,0,1
56,0,97,0,44,-4,41,53,12,4
51,1,77,0,50,0,27,28,2,1
82,0,85,-2,-2,6,3,88,84,5
44,0,86,-2,44,3,43,42,0,1
56,0,95,1,44,0,40,51,12,4
49,0,78,-5,50,0,29,29,0,1
37,-33,76,0,20,0,39,55,16,3
40,-5,76,-2,38,0,36,37,2,1
45,4,77,0,44,0,32,34,2,1
37,0,80,0,38,27,43,41,0,1
40,-3,86,0,38,0,46,48,2,1
42,5,86,0,42,0,45,45,0,1
46,0,83,0,44,-30,37,39,2,1
37,0,75,-1,24,-2,38,52,14,1
55,0,76,0,-22,0,21,99,78,4
56,-1,86,-2,56,3,30,29,0,1
46,0,80,-5,46,1,34,34,0,1
37,-2,94,0,10,20,57,84,26,1
37,0,104,-6,24,0,67,80,14,1
46,0,88,0,46,5,42,41,0,1
55,-1,99,6,38,0,43,60,16,4
44,-39,91,0,2,0,47,88,42,3
55,0,99,2,50,15,43,49,6,4
55,0,98,0,52,20,42,46,4,4
37,-3,80,0,34,1,43,46,4,1
55,0,78,0,46,25,23,32,8,4
37,0,106,5,18,0,69,88,18,1
43,2,86,-2,42,0,43,45,2,1
41,0,81,0,38,-26,40,43,2,1
48,0,86,-6,46,0,38,40,2,1
57,0,83,3,56,0,26,26,0,1
41,-2,77,0,42,5,36,35,0,1
44,1,82,0,44,24,38,38,0,1
49,0,77,0,46,-21,28,30,2,1
54,0,87,7,54,0,33,33,0,1
45,0,86,0,46,10,40,39,0,1
55,0,77,0,-24,23,21,103,82,4
37,0,77,-3,38,26,39,38,0,1
38,0,109,0,36,-23,72,73,2,1
37,1,81,0,36,0,44,44,0,1
37,0,77,0,26,-11,41,52,10,1
55,0,92,0,8,-30,37,84,48,4
49,0,83,-2,50,21,34,34,0,1
50,0,78,-1,50,0,28,29,2,1
43,-1,79,0,42,-21,35,37,2,1
40,-5,75,0,38,0,35,36,2,1
38,-5,100,0,38,0,62,62,0,1
84,0,88,0,-2,-23,3,90,88,5
39,2,77,0,38,0,37,38,0,1
46,3,79,0,46,9,33,32,0,1
55,0,77,0,-18,-3,21,95,74,4
45,0,81,0,44,17,36,37,2,1
44,0,97,1,42,-23,53,55,2,1
53,-2,85,0,54,9,32,31,0,1
37,-1,78,0,-2,0,41,81,40,1
37,0,75,0,18,-7,38,57,18,1
44,-1,80,0,44,1,36,36,0,1
53,4,79,0,54,4,25,24,0,1
45,3,86,0,44,0,42,42,0,1
46,0,77,0,46,4,32,31,0,1
38,0,90,-7,6,0,52,85,32,1
37,0,95,4,10,0,58,85,28,1
48,-3,81,0,46,-7,33,35,2,1
54,-1,108,0,54,0,54,53,0,1
50,-4,78,0,50,0,28,29,0,1
37,0,106,0,36,-13,68,69,2,1
51,3,77,0,52,14,26,25,0,1
49,5,81,0,50,25,33,32,0,1
46,0,84,0,46,5,39,38,0,1
45,-2,80,0,44,0,35,36,2,1
37,0,95,0,28,14,58,67,8,1
43,0,95,-5,44,30,52,51,0,1
37,0,80,0,16,10,43,65,22,1
51,1,87,0,50,0,36,38,2,1
43,4,88,0,42,0,45,47,2,1
46,0,84,0,44,-29,38,40,2,1
49,0,81,0,46,-16,33,35,2,1
56,-2,97,6,52,0,41,45,4,4
47,1,77,-2,46,0,31,31,0,1
42,-2,106,0,42,0,63,64,2,1
43,0,109,-3,42,-3,66,67,2,1
37,0,76,0,34,19,39,42,2,1
37,0,79,-1,28,17,42,50,8,1
45,0,81,-2,44,-3,36,37,0,1
45,1,88,0,44,87,42,44,2,1
37,0,97,3,24,6,60,74,14,1
55,0,77,0,-6,-3,21,85,64,4
44,-21,88,0,44,0,44,44,0,1
41,-1,108,1,42,0,67,67,0,1
37,0,76,-5,34,10,39,42,2,1
45,1,93,0,44,0,48,49,0,1
37,0,83,0,36,0,47,47,0,1
46,0,81,-3,46,1,35,34,0,1
37,3,104,0,16,-13,66,88,22,1
57,2,90,0,56,0,33,33,0,1
49,0,88,0,46,-23,39,41,2,1
44,-2,88,0,44,0,44,44,0,1
80,1,84,0,-36,0,4,121,116,5
37,0,97,0,34,16,60,64,4,1
56,-1,77,8,0,0,21,77,56,4
82,736,106,-3,34,-16,24,72,48,6
50,0,96,0,50,0,46,47,0,1
37,0,106,-1,38,18,68,67,0,1
37,0,78,0,0,-27,42,78,36,1
45,1,76,7,44,0,32,32,0,1
43,0,89,3,42,0,46,48,2,1
43,0,89,0,42,-2,46,48,2,1
