
106,78,94,1500,50,5.4,1017.6,-2.7,0,1.3,20,95
132,66,94,1700,50,5,1017.5,-2.1,0,1.3,21,102
153,59,93,2200,50,4.1,1017.3,-2.3,0,0.5,22,151
160,53,90,2299,50,1.3,1017.1,-1.9,0,0.6,23,136
149,51,88,2100,50,0.4,1016.8,-1.5,0,1,0,140
145,38,84,2100,50,0,1016.3,-1.6,0,0.5,1,139
143,34,82,2399,50,0,1015.8,-1.8,0,0.6,2,142
146,54,91,2700,50,1.8,1015.3,-2.2,0,0.7,3,144
169,65,97,2799,50,2.4,1015.3,-2.7,0,1.7,4,151
182,71,96,3200,50,2,1015.4,-2.9,0,0.8,5,161
158,78,91,2600,50,-0.1,1015,-2.6,0,1,6,156
149,63,86,2399,50,1.8,1015.5,-1.3,0,1,7,140
143,78,80,2299,50,5.4,1015.5,-2,0,1.4,8,135
159,96,83,2200,50,7,1014.9,-3,0,1.1,9,134
159,97,84,2000,2,8.3,1014,-2.4,0,0.9,10,135
170,106,80,2000,6,9.5,1013.2,-2.5,0,0.9,11,146
218,108,98,2399,8,10.6,1012.3,-2.1,0,0.6,12,212
267,99,136,3000,50,11.4,1011.1,-1.4,0,2.5,13,3
167,102,150,3000,50,11.7,1010.5,-0.5,0,1.5,14,3
264,100,102,2100,42,11.6,1010.2,-0.3,0,1.6,15,166
250,92,76,1800,48,11.1,1010.2,0.5,0,1.9,16,230
270,78,67,1700,49,10.7,1010.5,0.7,0,1.1,17,262
286,72,76,1899,49,8.7,1011.1,1.1,0,0,18,275
287,70,92,2000,49,7,1011.8,1.5,0,0,19,283
315,63,110,2200,49,6,1012.8,1.7,0,0.5,20,290
286,65,112,0,49,5.5,1013.6,1,0,0.9,21,263
273,59,105,3000,49,4.9,1014.3,1.2,0,0.6,22,269
251,54,98,2899,49,7.8,1014.6,0.7,0,1.2,23,230
318,76,128,3500,49,7.8,1014.7,0.7,0,0.8,0,293
338,77,140,3500,49,7.7,1014.9,0.9,0,1,1,328
306,65,110,2799,49,7.3,1015.3,0.7,0,0.8,2,284
302,64,105,2500,49,7.6,1016,0.1,0,1.5,3,272
287,64,98,2299,49,7,1016.6,0,0,1.5,4,263
276,55,88,2200,49,7.2,1017.5,-0.1,0,1.3,5,260
266,54,82,2100,49,6.9,1018.3,-0.3,0,1.4,6,257
266,52,83,2200,49,7.6,1019.3,0.1,0,0.9,7,256
276,63,85,2500,49,9.1,1019.7,0.3,0,1.1,8,256
274,86,88,2500,49,11.5,1019.9,-0.7,0,0.6,9,258
248,106,86,2399,49,12.7,1019.5,-0.2,0,2.1,10,282
212,94,80,2299,49,13.3,1018.8,-0.7,0,0.9,11,243
202,96,60,2299,62,14.2,1017.7,-0.7,0,2,12,189
184,86,50,2100,89,14.4,1016.5,-0.5,0,2.5,13,179
166,75,44,2000,101,13.3,1015.7,0.6,0,1.9,14,165
188,79,56,2399,101,13.4,1014.9,1.1,0,1.4,15,164
181,80,64,2899,101,12.7,1014.1,1.4,0,1.2,16,174
197,82,67,3000,101,12.3,1013.9,1.6,0,1,17,165
214,82,80,3100,101,11.3,1013.7,1.8,0,0.6,18,190
213,62,80,2500,101,10.4,1013.7,2.2,0,2.3,19,186
231,56,71,2299,101,9.6,1013.7,1.7,0,1.4,20,212
196,56,71,0,101,8.7,1013.3,1.8,0,0.6,21,231
166,54,79,1800,101,8,1012.5,1.8,0,1.4,22,198
164,51,82,1600,101,7.4,1011.7,1.9,0,1.6,23,152
179,52,77,1800,101,6.9,1011.3,1.6,0,0.9,0,154
183,57,92,2200,101,6.7,1010.5,1.6,0,1.5,1,165
195,58,88,3200,101,6.2,1009.3,1.3,0,0.8,2,176
195,4,70,0,101,6.1,1007.9,1.2,0,0.7,3,218
178,4,70,2000,101,5.8,1007.3,1.1,0,0.1,4,206
160,44,63,1899,101,5.6,1006.6,1.1,0,0.7,5,196
167,56,66,2100,101,4.3,1005.4,1.3,0,0.6,6,161
168,50,74,2200,101,5.3,1005,2.5,0,0.8,7,165
199,54,75,2500,101,7,1004.6,2.5,0,1.2,8,175
225,78,84,2700,101,8.7,1004.1,2.9,0,0.5,9,188
259,96,93,2700,101,10.1,1002.7,2.7,0,1.1,10,206
286,103,103,2799,101,11.8,1001,3,0,1.2,11,237
341,114,112,2700,101,13.7,999.2,3.2,0,0.8,12,279
370,130,107,2700,101,15.1,997.9,3.6,0,2,13,316
385,121,89,2600,90,15.7,996.6,3.5,0,2,14,347
371,104,79,2399,100,15.3,995.8,3.7,0,1.6,15,354
371,93,78,2399,107,15.2,995.1,4,0,1,16,404
363,76,77,2399,107,14,995.1,4.3,0,1,17,349
382,66,83,2500,107,12.4,994.8,4.4,0,0.9,18,351
382,66,83,2899,65,10.1,995.3,4.5,0,0.7,19,351
395,44,152,3500,107,10.3,995.2,5.1,0,0.1,20,369
416,40,169,4700,107,11.8,995.4,4.5,0,0.8,21,388
432,58,180,3899,107,11.3,995.1,3.8,0,1.4,22,398
466,51,163,3899,107,9.7,994.9,4.1,0,1.2,23,411
435,45,136,3600,107,10,995.2,3.5,0,1.5,0,433
436,49,135,4000,107,11,995.1,-3.2,0,2.4,1,414
436,64,126,3399,107,11.1,995.1,-6.8,0,1.5,2,428
116,27,39,700,107,11.9,995.1,-11.7,0,5.4,3,83
132,17,23,400,107,10.9,996.3,-10,0,2.5,4,33
119,8,16,300,107,9.2,997.2,-8.9,0,7,5,22
71,8,8,300,107,8.2,999.5,-11.2,0,2.9,6,10
